,objectid,energiomraadeid,bygningsomraadeid,har_grunnvarme,har_fjernvarme,har_adresse,bygning_id,bygningstype_navn,profet_bygningstype,profet_bygningsstandard,bruksareal_totalt,bebygd_areal,antall_etasjer,x,y,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,oppgraderes,varme_finnes,reduksjon_termiskbehov,reduksjon_elektriskbehov,har_eksisterende_data,_termisk_energibehov,_elektrisk_energibehov,_romoppvarming_energibehov,_tappevann_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi_liste,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elektrisk_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elektrisk_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elektrisk_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario,scenario_navn
20,22,nyeBygg,P3,,,Østmarkveien 38,0,0,Andre,TEK10/TEK17,546,0,0,10.448821,63.453542,True,False,False,False,False,True,0,0,False,[5.08136462 5.11204567 5.35806584 ... 4.89080182 4.69962964 4.76202527],[5.37846899 5.30487337 5.28879924 ... 5.904517   5.74310673 5.59884234],[4.30658548 4.37661697 4.66679544 ... 3.94596488 3.8472127  3.90433494],[0.77477913 0.73542869 0.6912704  ... 0.94483695 0.85241695 0.85769032],[5.37846899 5.30487337 5.28879924 ... 5.904517   5.74310673 5.59884234],[1.45181846 1.46058448 1.53087595 ... 1.39737195 1.34275133 1.36057865],"[-3.62954615 -3.65146119 -3.82718989 ... -3.49342987 -3.35687832
 -3.40144662]",[0. 0. 0. ... 0. 0. 0.],0,0,323.0,193800.0,[6.83028745 6.76545785 6.8196752  ... 7.30188895 7.08585806 6.95942099],87300.0,8.0,13.0,38079.7166762376,25840.828736112,0,75047.1966143172,10336.3314944448,1902.5564456808002,0,2.1678249138,1.548446367,0,7.5896308488,0.6193785468000002,0.0,0,3.0254555604,2.161039686,0,11.6886390348,0.8644158744000001,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
21,24,mindreBygg,P3,,,Østmarkveien 26F,2984054,Bo- og behandlingssenter,Sykehjem,TEK10/TEK17,352,0,2,10.445739,63.451703,False,False,False,False,False,False,0,0,False,[4.53216023 4.59818466 4.86639627 ... 4.89295456 4.63846708 4.59454308],[3.12165304 3.06980326 3.07825461 ... 3.53586527 3.37392718 3.2070273 ],[3.63714461 3.75695478 4.02822981 ... 3.77941189 3.67629553 3.63406877],[0.89501562 0.84122988 0.83816645 ... 1.11354267 0.96217155 0.96047431],[3.12165304 3.06980326 3.07825461 ... 3.53586527 3.37392718 3.2070273 ],0,0,0,0,0,0.0,0.0,[7.65381327 7.66798792 7.94465088 ... 8.42881984 8.01239426 7.80157037],72000.0,7.0,9.0,36087.8056842688,0.0,0,35894.877727491206,0.0,0.0,0,2.7168125248,0.0,0,4.578672384,0.0,0.0,0,4.0852507872,0.0,0,5.040889216,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
22,27,nidarosDPS,P3,,,Østmarkveien 49,4811105,Sykehus,Sykehus,TEK10/TEK17,6750,0,5,10.452927,63.454629,False,False,False,False,False,False,0,0,True,"[52.81906805 63.19836675 56.23982495 ... 50.46320937 38.09981703
 48.8711915 ]","[66.49206165 65.58222577 65.38350712 ... 72.99540248 70.99994587
 69.2164575 ]","[53.2407546  54.1065285  57.6938997  ... 48.78253282 47.56169543
 48.26787705]","[ 9.57831345  9.09183825  8.54592525 ... 11.68067655 10.5381216
 10.60331445]","[66.49206165 65.58222577 65.38350712 ... 72.99540248 70.99994587
 69.2164575 ]",0,0,0,0,0,0.0,0.0,"[119.3111297  128.78059253 121.62333207 ... 123.45861185 109.0997629
 118.087649  ]",1253400.0,111.0,172.0,325605.72814029997,0.0,0,927781.27682535,0.0,0.0,0,16.800033275,0.0,0,93.8278539,0.0,0.0,0,27.40260995,0.0,0,144.50240565000001,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
23,31,høyBlokk,P3,,,Harry Borthens Vei 13,2987239,Stort frittliggende boligbygg på 5 etg. el. mer,Hus,TEK10/TEK17,3725,0,12,10.447886,63.454105,False,False,False,False,False,False,0,0,False,"[43.64284873 42.69889797 41.93946732 ... 53.43182391 47.99591017
 46.53867416]","[15.51245221 12.07567408 10.85496029 ... 26.64911563 23.75696342
 18.85532904]","[38.12900166 39.1335902  39.42076088 ... 43.4148221  39.573804
 40.26232555]","[ 5.51384706  3.56530776  2.51870643 ... 10.0170018   8.42210617
  6.2763486 ]","[15.51245221 12.07567408 10.85496029 ... 26.64911563 23.75696342
 18.85532904]",0,0,0,0,0,0.0,0.0,"[59.15530093 54.77457205 52.79442761 ... 80.08093953 71.75287359
 65.3940032 ]",470100.0,32.0,25.0,321014.36103088496,0.0,0,149133.3339414575,0.0,0.0,0,15.0883609575,0.0,0,17.1463303325,0.0,0.0,0,10.8672989825,0.0,0,13.953694667499999,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
24,35,sjømennenesAldershjem,P3,,,Sjømannsveien 21A,2987440,Annen bygning for bofellesskap,Sykehjem,TEK10/TEK17,2232,0,5,10.442713,63.450953,False,False,False,False,False,False,0,0,False,"[28.73801601 29.15667091 30.85737634 ... 31.02578007 29.41209809
 29.13357997]","[19.79411814 19.46534342 19.51893263 ... 22.42060026 21.39376553
 20.33546854]","[23.06280335 23.82250874 25.54263905 ... 23.96490722 23.31105576
 23.04329969]",[5.67521266 5.33416216 5.31473729 ... 7.06087285 6.10104232 6.09028029],"[19.79411814 19.46534342 19.51893263 ... 22.42060026 21.39376553
 20.33546854]",0,0,0,0,0,0.0,0.0,"[48.53213415 48.62201433 50.37630897 ... 53.44638033 50.80586362
 49.46904851]",456400.0,46.0,58.0,228829.4951343408,0.0,0,227606.15649931922,0.0,0.0,0,17.227061236799997,0.0,0,29.032945344,0.0,0.0,0,25.904203855200002,0.0,0,31.963820255999998,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
25,36,mindreBygg,P3,,,Østmarkveien 28U,2987456,Barnehage,Barnehage,TEK10/TEK17,410,0,2,10.444561,63.451796,False,False,False,False,False,False,0,0,False,[3.38275756 3.53208678 3.55023469 ... 3.01604036 2.72807428 3.04566335],[2.04554104 2.07774302 2.07322527 ... 1.75736242 1.80888933 1.85366974],[2.74641788 2.92721509 2.93952079 ... 2.46830061 2.22791733 2.43790252],[0.63633968 0.60487169 0.6107139  ... 0.54773975 0.50015695 0.60776083],[2.04554104 2.07774302 2.07322527 ... 1.75736242 1.80888933 1.85366974],0,0,0,0,0,0.0,0.0,[5.42829861 5.6098298  5.62345996 ... 4.77340278 4.53696361 4.89933309],61100.0,3.0,10.0,30268.00217714,0.0,0,30804.379853859,0.0,0.0,0,1.167188369,0.0,0,1.725061429,0.0,0.0,0,2.567493759,0.0,0,6.93907616,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
26,38,nidarosDPS,P3,,,Østmarkveien 39,2987668,Sykehus,Sykehus,TEK10/TEK17,1615,0,4,10.454588,63.45375,False,False,False,False,False,False,0,0,True,"[-47.96995631 -47.87920559 -47.15150855 ... -41.53361731 -45.09908082
 -45.91452233]","[15.90884142 15.69115476 15.64360948 ... 17.46482593 16.98739446
 16.56067835]","[12.73834351 12.94548793 13.80379971 ... 11.67167267 11.37957602
 11.54853651]",[2.29170018 2.17530648 2.04469175 ... 2.79471002 2.52134317 2.53694116],"[15.90884142 15.69115476 15.64360948 ... 17.46482593 16.98739446
 16.56067835]",0,0,0,0,0,0.0,0.0,"[-32.06111489 -32.18805083 -31.50789907 ... -24.06879139 -28.11168636
 -29.35384398]",23800.0,29.0,21.0,198158.94060050597,0.0,0,221980.261047843,0.0,0.0,0,6.4121561095,0.0,0,22.449182821999997,0.0,0.0,0,14.051079249,0.0,0,34.573538537,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
27,39,nidarosDPS,P3,,,Østmarkveien  33,2987670,Sykehus,Sykehus,TEK10/TEK17,1595,0,4,10.454744,63.452869,False,False,False,False,False,False,0,0,False,"[14.84391312 14.93354    15.6522253  ... 14.28723244 13.72877158
 13.91104451]","[15.7118279  15.49683705 15.44988057 ... 17.24854325 16.77702425
 16.35559255]","[12.58059312 12.78517229 13.63285482 ... 11.52713183 11.23865247
 11.40552058]",[2.26331999 2.1483677  2.01937049 ... 2.76010061 2.4901191  2.50552393],"[15.7118279  15.49683705 15.44988057 ... 17.24854325 16.77702425
 16.35559255]",0,0,0,0,0,0.0,0.0,"[30.55574102 30.43037705 31.10210588 ... 31.53577569 30.50579583
 30.26663706]",330500.0,29.0,43.0,111240.197982782,0.0,0,219231.279486879,0.0,0.0,0,6.332748603500001,0.0,0,22.171174366,0.0,0.0,0,8.838098203,0.0,0,34.145383261,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
28,40,nidarosDPS,P3,,,Østmarkveien 31,2987671,Sykehus,Sykehus,TEK10/TEK17,1595,0,4,10.45264,63.452522,False,False,False,False,False,False,0,0,False,"[14.84391312 14.93354    15.6522253  ... 14.28723244 13.72877158
 13.91104451]","[15.7118279  15.49683705 15.44988057 ... 17.24854325 16.77702425
 16.35559255]","[12.58059312 12.78517229 13.63285482 ... 11.52713183 11.23865247
 11.40552058]",[2.26331999 2.1483677  2.01937049 ... 2.76010061 2.4901191  2.50552393],"[15.7118279  15.49683705 15.44988057 ... 17.24854325 16.77702425
 16.35559255]",0,0,0,0,0,0.0,0.0,"[30.55574102 30.43037705 31.10210588 ... 31.53577569 30.50579583
 30.26663706]",330500.0,29.0,43.0,111240.197982782,0.0,0,219231.279486879,0.0,0.0,0,6.332748603500001,0.0,0,22.171174366,0.0,0.0,0,8.838098203,0.0,0,34.145383261,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
29,41,nidarosDPS,P3,,,Østmarkveien 43,2987672,Sykehus,Sykehus,TEK10/TEK17,1495,0,4,10.451577,63.453305,False,False,False,False,False,False,0,0,True,"[ -5.08673974  -7.0027321   -4.32910544 ... -24.60851881 -15.13196645
 -14.96112129]","[14.72676032 14.52524852 14.48123602 ... 16.16712988 15.7251732
 15.33016355]","[11.7918412  11.98359409 12.77813038 ... 10.80442764 10.53403476
 10.69044092]",[2.12141905 2.0136738  1.89276419 ... 2.58705355 2.33399878 2.34843779],"[14.72676032 14.52524852 14.48123602 ... 16.16712988 15.7251732
 15.33016355]",0,0,0,0,0,0.0,0.0,"[ 9.64002058  7.52251642 10.15213059 ... -8.44138893  0.59320675
  0.36904226]",178500.0,24.0,30.0,27006.109100777998,0.0,0,205486.37168205902,0.0,0.0,0,2.9357110735000003,0.0,0,20.781132086,0.0,0.0,0,1.7160145369999995,0.0,0,32.004606881,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
30,42,nidarosDPS,P3,,,Østmarkveien 23,2987675,Sykehus,Sykehus,TEK10/TEK17,1680,0,6,10.449077,63.452271,False,False,False,False,False,False,0,0,False,"[15.63496805 15.72937128 16.48635643 ... 15.048621   14.4603989
 14.65238544]","[16.54913534 16.3226873  16.27322844 ... 18.16774462 17.67109764
 17.2272072 ]","[13.25103226 13.46651376 14.35937059 ... 12.14143039 11.83757753
 12.01333829]",[2.38393579 2.26285752 2.12698584 ... 2.90719061 2.62282138 2.63904715],"[16.54913534 16.3226873  16.27322844 ... 18.16774462 17.67109764
 17.2272072 ]",0,0,0,0,0,0.0,0.0,"[32.18410339 32.05205858 32.75958487 ... 33.21636562 32.13149654
 31.87959264]",348100.0,30.0,45.0,117168.359003808,0.0,0,230914.45112097598,0.0,0.0,0,6.670230504,0.0,0,23.352710304,0.0,0.0,0,9.309094032,0.0,0,35.965043184,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
31,52,mindreBygg,P3,,,Østmarkveien 19,2987687,Veksthus,Hus,TEK10/TEK17,295,0,1,10.451696,63.451311,False,False,False,False,False,False,0,0,False,[3.4562793  3.38152346 3.32138063 ... 4.23151357 3.80101839 3.68561312],[1.22850293 0.95632855 0.85965457 ... 2.11046688 1.88142395 1.49324082],[3.01961221 3.09917023 3.12191261 ... 3.43822081 3.1340328  3.18856001],[0.43666708 0.28235323 0.19946803 ... 0.79329276 0.66698559 0.49705311],[1.22850293 0.95632855 0.85965457 ... 2.11046688 1.88142395 1.49324082],0,0,0,0,0,0.0,0.0,[4.68478222 4.33785201 4.18103521 ... 6.34198045 5.68244234 5.17885394],37200.0,3.0,2.0,25422.613826607,0.0,0,11810.5593322765,0.0,0.0,0,1.1949171765,0.0,0,1.3578973015,0.0,0.0,0,0.8606317314999999,0.0,0,1.1050576985,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
32,54,mindreBygg,P3,,,Østmarkveien 26,2987693,Andre småhus m/3 boliger el fl,Hus,TEK10/TEK17,388,0,3,10.448255,63.451866,False,False,False,False,False,False,0,0,False,[4.54588599 4.44756306 4.36845995 ... 5.56551615 4.99930554 4.84751827],[1.61579368 1.25781518 1.13066432 ... 2.7758005  2.47455082 1.96399132],[3.97155776 4.07619678 4.10610878 ... 4.52213449 4.12204992 4.19376706],[0.57432823 0.37136628 0.26235117 ... 1.04338166 0.87725562 0.65375121],[1.61579368 1.25781518 1.13066432 ... 2.7758005  2.47455082 1.96399132],0,0,0,0,0,0.0,0.0,[6.16167967 5.70537824 5.49912427 ... 8.34131665 7.47385636 6.81150959],49000.0,3.0,3.0,33437.2005583848,0.0,0,15533.888206519601,0.0,0.0,0,1.5716198796,0.0,0,1.7859801796,0.0,0.0,0,1.1319495316,0.0,0,1.4534318203999999,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
33,55,mindreBygg,P3,,,Østmarkveien 26,2987694,Andre småhus m/3 boliger el fl,Hus,TEK10/TEK17,388,0,3,10.44784,63.451996,False,False,False,False,False,False,0,0,False,[4.54588599 4.44756306 4.36845995 ... 5.56551615 4.99930554 4.84751827],[1.61579368 1.25781518 1.13066432 ... 2.7758005  2.47455082 1.96399132],[3.97155776 4.07619678 4.10610878 ... 4.52213449 4.12204992 4.19376706],[0.57432823 0.37136628 0.26235117 ... 1.04338166 0.87725562 0.65375121],[1.61579368 1.25781518 1.13066432 ... 2.7758005  2.47455082 1.96399132],0,0,0,0,0,0.0,0.0,[6.16167967 5.70537824 5.49912427 ... 8.34131665 7.47385636 6.81150959],49000.0,3.0,3.0,33437.2005583848,0.0,0,15533.888206519601,0.0,0.0,0,1.5716198796,0.0,0,1.7859801796,0.0,0.0,0,1.1319495316,0.0,0,1.4534318203999999,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
34,56,mindreBygg,P3,,,Østmarkveien 26E,2987698,Bo- og behandlingssenter,Sykehjem,TEK10/TEK17,424,0,2,10.446325,63.451778,False,False,False,False,False,False,0,0,False,[5.459193   5.53872243 5.86179551 ... 5.89378618 5.58724444 5.53433598],[3.76017298 3.69771757 3.7078976  ... 4.25911044 4.06404865 3.86301015],[4.38110601 4.52542281 4.85218591 ... 4.55247341 4.42826507 4.37740102],[1.07808699 1.01329962 1.00960959 ... 1.34131276 1.15897937 1.15693496],[3.76017298 3.69771757 3.7078976  ... 4.25911044 4.06404865 3.86301015],0,0,0,0,0,0.0,0.0,"[ 9.21936598  9.23644     9.5696931  ... 10.15289662  9.65129309
  9.39734613]",86700.0,9.0,11.0,43469.402301505594,0.0,0,43237.0118081144,0.0,0.0,0,3.2725241776,0.0,0,5.515219008,0.0,0.0,0,4.9208702664,0.0,0,6.071980192,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
35,57,mindreBygg,P3,,,Østmarkveien 28C,2987699,Stort frittliggende boligbygg på 2 etg.,Hus,TEK10/TEK17,510,0,3,10.448162,63.452415,False,False,False,False,False,False,0,0,False,[5.97526251 5.84602361 5.74204787 ... 7.31549804 6.57125213 6.37173794],[2.12385252 1.65331377 1.48618248 ... 3.64860375 3.25263123 2.58153498],[5.22034654 5.35788752 5.39720485 ... 5.94404276 5.4181584  5.51242578],[0.75491597 0.4881361  0.34484303 ... 1.37145528 1.15309373 0.85931216],[2.12385252 1.65331377 1.48618248 ... 3.64860375 3.25263123 2.58153498],0,0,0,0,0,0.0,0.0,"[ 8.09911503  7.49933738  7.22823036 ... 10.96410179  9.82388336
  8.95327292]",64400.0,4.0,3.0,43950.95949684599,0.0,0,20418.255116817003,0.0,0.0,0,2.065789017,0.0,0,2.347551267,0.0,0.0,0,1.4878718069999999,0.0,0,1.910438733,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
36,58,mindreBygg,P3,,,Østmarkveien 28G,2987700,Rekkehus,Hus,TEK10/TEK17,822,0,3,10.447456,63.452332,False,False,False,False,False,False,0,0,False,"[ 9.63071722  9.42241453  9.2548301  ... 11.79086154 10.59131226
 10.26974232]",[3.42315053 2.66475278 2.39537647 ... 5.88069075 5.24247622 4.16082697],[8.4139703  8.635654   8.69902428 ... 9.58039833 8.73279648 8.88473332],[1.21674692 0.78676053 0.55580582 ... 2.21046322 1.85851578 1.38500901],[3.42315053 2.66475278 2.39537647 ... 5.88069075 5.24247622 4.16082697],0,0,0,0,0,0.0,0.0,"[13.05386775 12.08716731 11.65020658 ... 17.67155229 15.83378848
 14.4305693 ]",103700.0,7.0,5.0,70838.6053066812,0.0,0,32909.4229529874,0.0,0.0,0,3.3295658274,0.0,0,3.7837002774000004,0.0,0.0,0,2.3980992654,0.0,0,3.0791777226,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
37,59,mindreBygg,P3,,,Østmarkveien 28N,2987701,Kjede/atriumhus,Hus,TEK10/TEK17,410,0,2,10.445153,63.452006,False,False,False,False,False,False,0,0,False,[4.80364241 4.69974447 4.61615613 ... 5.88108666 5.28277132 5.12237756],[1.70741085 1.3291346  1.19477415 ... 2.93319125 2.6148604  2.07535165],[4.19674918 4.30732134 4.33892939 ... 4.77854418 4.3557744  4.43155798],[0.60689323 0.39242314 0.27722675 ... 1.10254248 0.92699692 0.69081958],[1.70741085 1.3291346  1.19477415 ... 2.93319125 2.6148604  2.07535165],0,0,0,0,0,0.0,0.0,[6.51105326 6.02887907 5.81093029 ... 8.81427791 7.89763172 7.19772921],51700.0,4.0,3.0,35333.124301386,0.0,0,16414.675682147,0.0,0.0,0,1.660732347,0.0,0,1.8872470970000002,0.0,0.0,0,1.196132237,0.0,0,1.535842903,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
38,60,mindreBygg,P3,,,Østmarkveien 30,2987703,"Tomannsbolig, horisontaldelt",Hus,TEK10/TEK17,229,0,3,10.448481,63.45278,False,False,False,False,False,False,0,0,False,[2.68301003 2.62497923 2.57829208 ... 3.28480206 2.95062105 2.86103527],[0.95365142 0.7423703  0.66732508 ... 1.63829462 1.4604952  1.15915983],[2.34403795 2.40579655 2.4234508  ... 2.66899175 2.43285936 2.47518726],[0.33897207 0.21918268 0.15484128 ... 0.61581031 0.51776169 0.38584801],[0.95365142 0.7423703  0.66732508 ... 1.63829462 1.4604952  1.15915983],0,0,0,0,0,0.0,0.0,[3.63666145 3.36734953 3.24561716 ... 4.92309669 4.41111626 4.0201951 ],28900.0,2.0,2.0,19734.842597603398,0.0,0,9168.1969053943,0.0,0.0,0,0.9275797743,0.0,0,1.0540965493,0.0,0.0,0,0.6680836153,0.0,0,0.8578244507,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
39,61,mindreBygg,P3,,,Østmarkveien 32,2987704,Andre småhus m/3 boliger el fl,Hus,TEK10/TEK17,345,0,3,10.448003,63.452838,False,False,False,False,False,False,0,0,False,[4.04208934 3.95466303 3.8843265  ... 4.94871926 4.44525879 4.31029331],[1.43672376 1.11841814 1.00535874 ... 2.46817312 2.20030936 1.74633249],[3.53141089 3.62445332 3.65105034 ... 4.0209701  3.6652248  3.72899391],[0.51067845 0.33020971 0.23327617 ... 0.92774916 0.78003399 0.5812994 ],[1.43672376 1.11841814 1.00535874 ... 2.46817312 2.20030936 1.74633249],0,0,0,0,0,0.0,0.0,[5.47881311 5.07308117 4.88968524 ... 7.41689239 6.64556816 6.0566258 ],43500.0,3.0,2.0,29731.531424337,0.0,0,13812.349049611501,0.0,0.0,0,1.3974455115,0.0,0,1.5880493865,0.0,0.0,0,1.0065015165,0.0,0,1.2923556135,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
40,62,mindreBygg,P3,,,Østmarkveien 34,2987705,Andre småhus m/3 boliger el fl,Hus,TEK10/TEK17,348,0,3,10.447405,63.452925,False,False,False,False,False,False,0,0,False,[4.07723795 3.98905141 3.91810326 ... 4.9917516  4.48391322 4.34777412],[1.44921701 1.12814351 1.01410099 ... 2.4896355  2.21944249 1.76151799],[3.56211881 3.65597031 3.6827986  ... 4.05593506 3.69709632 3.76141994],[0.51511914 0.3330811  0.23530465 ... 0.93581654 0.7868169  0.58635418],[1.44921701 1.12814351 1.01410099 ... 2.4896355  2.21944249 1.76151799],0,0,0,0,0,0.0,0.0,[5.52645496 5.11719492 4.93220424 ... 7.4813871  6.70335571 6.10929211],43900.0,3.0,2.0,29990.0664802008,0.0,0,13932.4564326516,0.0,0.0,0,1.4095972116,0.0,0,1.6018585116000001,0.0,0.0,0,1.0152537036,0.0,0,1.3035934884,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
41,63,mindreBygg,P3,,,Østmarkveien 36,2987706,Andre småhus m/3 boliger el fl,Hus,TEK10/TEK17,345,0,3,10.446861,63.452868,False,False,False,False,False,False,0,0,False,[4.04208934 3.95466303 3.8843265  ... 4.94871926 4.44525879 4.31029331],[1.43672376 1.11841814 1.00535874 ... 2.46817312 2.20030936 1.74633249],[3.53141089 3.62445332 3.65105034 ... 4.0209701  3.6652248  3.72899391],[0.51067845 0.33020971 0.23327617 ... 0.92774916 0.78003399 0.5812994 ],[1.43672376 1.11841814 1.00535874 ... 2.46817312 2.20030936 1.74633249],0,0,0,0,0,0.0,0.0,[5.47881311 5.07308117 4.88968524 ... 7.41689239 6.64556816 6.0566258 ],43500.0,3.0,2.0,29731.531424337,0.0,0,13812.349049611501,0.0,0.0,0,1.3974455115,0.0,0,1.5880493865,0.0,0.0,0,1.0065015165,0.0,0,1.2923556135,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
42,64,høyBlokk,P3,,,Harry Borthens Vei 9,2987711,Stort frittliggende boligbygg på 5 etg. el. mer,Hus,TEK10/TEK17,3375,0,12,10.445843,63.453354,False,False,False,False,False,False,0,0,False,"[39.54217837 38.68692097 37.99884623 ... 48.41138407 43.48622734
 42.16591283]","[14.05490636 10.94104699  9.83503114 ... 24.14517187 21.52476551
 17.08368739]","[34.5464109  35.45660857 35.71679678 ... 39.33557707 35.85546
 36.47928825]",[4.99576748 3.2303124  2.28204945 ... 9.075807   7.63076734 5.68662457],"[14.05490636 10.94104699  9.83503114 ... 24.14517187 21.52476551
 17.08368739]",0,0,0,0,0,0.0,0.0,"[53.59708474 49.62796796 47.83387736 ... 72.55655595 65.01099285
 59.24960021]",426000.0,29.0,22.0,290851.937846775,0.0,0,135120.80592011247,0.0,0.0,0,13.6706626125,0.0,0,15.535265737500001,0.0,0.0,0,9.8462104875,0.0,0,12.642609262499999,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
43,65,høyBlokk,P3,,,Harry Borthens Vei 11,2987712,Stort frittliggende boligbygg på 5 etg. el. mer,Hus,TEK10/TEK17,3725,0,12,10.446844,63.453721,False,False,False,False,False,False,0,0,False,"[43.64284873 42.69889797 41.93946732 ... 53.43182391 47.99591017
 46.53867416]","[15.51245221 12.07567408 10.85496029 ... 26.64911563 23.75696342
 18.85532904]","[38.12900166 39.1335902  39.42076088 ... 43.4148221  39.573804
 40.26232555]","[ 5.51384706  3.56530776  2.51870643 ... 10.0170018   8.42210617
  6.2763486 ]","[15.51245221 12.07567408 10.85496029 ... 26.64911563 23.75696342
 18.85532904]",0,0,0,0,0,0.0,0.0,"[59.15530093 54.77457205 52.79442761 ... 80.08093953 71.75287359
 65.3940032 ]",470100.0,32.0,25.0,321014.36103088496,0.0,0,149133.3339414575,0.0,0.0,0,15.0883609575,0.0,0,17.1463303325,0.0,0.0,0,10.8672989825,0.0,0,13.953694667499999,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
44,68,mindreBygg,P3,,,Østmarkveien 40,4345647,Annen kontorbygning,Kontor,TEK10/TEK17,673,0,3,10.447707,63.453335,False,False,False,False,False,False,0,0,False,[5.14558289 5.27618069 5.5885459  ... 4.91997168 4.71321774 5.05580213],[7.52940151 7.50551742 7.56432887 ... 7.85385347 7.74931705 7.61260047],[4.57946774 4.70750457 5.09098098 ... 4.27158935 4.12293422 4.44353183],[0.56611515 0.56867612 0.49756492 ... 0.64838233 0.59028352 0.6122703 ],[7.52940151 7.50551742 7.56432887 ... 7.85385347 7.74931705 7.61260047],0,0,0,0,0,0.0,0.0,"[12.6749844  12.78169811 13.15287477 ... 12.77382515 12.46253479
 12.66840259]",154200.0,10.0,22.0,36747.9393134214,0.0,0,117498.63919897079,0.0,0.0,0,1.4063044342,0.0,0,8.184261472000001,0.0,0.0,0,2.4139190920000004,0.0,0,19.404675627,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
45,70,mindreBygg,P3,,,Østmarkveien 19,4374167,Veksthus,Hus,TEK10/TEK17,135,0,1,10.451853,63.451247,False,False,False,False,False,False,0,0,False,[1.58168714 1.54747684 1.51995385 ... 1.93645536 1.73944909 1.68663651],[0.56219625 0.43764188 0.39340125 ... 0.96580687 0.86099062 0.6833475 ],[1.38185644 1.41826434 1.42867187 ... 1.57342308 1.4342184  1.45917153],[0.1998307  0.1292125  0.09128198 ... 0.36303228 0.30523069 0.22746498],[0.56219625 0.43764188 0.39340125 ... 0.96580687 0.86099062 0.6833475 ],0,0,0,0,0,0.0,0.0,[2.14388339 1.98511872 1.91335509 ... 2.90226224 2.60043971 2.36998401],17000.0,1.0,1.0,11634.077513871,0.0,0,5404.8322368045,0.0,0.0,0,0.5468265045,0.0,0,0.6214106295,0.0,0.0,0,0.3938484195,0.0,0,0.5057043705,0.0,0.0,0,Nye bygg med bergvarme,Oppgradert bygningsmasse
